"MlsNumber","LivingArea","YearBuilt","MunicipalTax","SchoolTax","CondoFees","HeatingEnergy","HeatingSystem","Proximity","SewageSystem","LotAssessment","BuildingAssessment","Pool","View","Garage","Parking","Zoning","Area","WaterSupply","LotDepth","LotFrontage","MunicipalAssessment","FloorCovering","Topography","Insurance"
"19284328","682 SF","1920","$1,728.00","$352.00",,"Electricity",,"M�tro - Station LaSalle, Metro, Bicycle path, Public transportation","Municipality",,,,"View of the city",,"Driveway : 1",,"1,634 SF irr.","Municipality",,,"$201,200.00",,"Flat",
"19288740","1,248 SF","1913","$3,186.00","$674.00",,"Electricity",,"Public transportation","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$415,000.00",,,
"19290408","2,288.41 SF","1925","$4,497.00","$982.00",,"Natural gas",,"Metro, Public transportation, High school, Elementary school, University, Hospital, Park","Municipality",,,,,"Single width, Attached","Garage : 1",,"N/A","Municipality",,,"$585,600.00",,,
"19303143",,"1965","$4,253.00","$905.00",,"Electricity",,"CEGEP, Bicycle path, Elementary school, High school, Park, Public transportation","Municipality",,,,,"Single width, Heated, Attached","Garage : 2","Residential","N/A","Municipality",,,"$494,600.00",,,
"19310790",,"1927","$6,746.00","$503.00",,,,"Public transportation, Highway, Metro","Municipality",,,,,,,"Residential, Commercial","2,377.75 SF irr.","Municipality",,,"$302,100.00",,,
"19312203",,"1954","$5,292.00","$1,265.00",,"Electricity",,"Elementary school, High school, Commuter train, Metro, CEGEP, Public transportation, Park, University","Municipality",,,,,"Attached, Single width, Heated, Built-in","Driveway : 4, Garage : 1",,"6,750 SF","Municipality",,,"$742,700.00",,,
"19320401","1,100 SF","1962","$4,944.00","$1,003.00",,"Electricity",,,"Municipality",,,,,,"License tag : 1",,"2,825 SF","Municipality",,,"$633,000.00",,,
"19322693",,"1956","$3,638.00","$769.00",,"Electricity",,"Public transportation, Park, CEGEP, Elementary school, Highway, Bicycle path, Hospital, Commuter train, High school","Municipality",,,,,"Single width, Heated","Driveway : 1, Garage : 1",,"4,893 SF","Municipality",,,"$462,600.00",,,
"19328078","450 SF","1954","$842.00","$170.00",,"Electricity",,"Elementary school, Public transportation, Metro, CEGEP, High school, Golf, University, Park, Bicycle path, Hospital, Highway","Municipality",,,,,,,,"N/A","Municipality",,,"$889,100.00",,,
"19336576","892 SF","1997","$1,481.00","$291.00",,"Electricity, Wood",,"Golf, High school, Hospital, Elementary school, Public transportation, Highway, Park, Bicycle path","Municipality",,,,,"double longueur, Built-in, Heated","Driveway : 2, Garage : 2Driveway : 2, Garage : 2",,"N/A","Municipality",,,"$157,400.00",,,
"19349909","2,158 SF","INCO","$4,036.00","$750.00",,,,,"Municipality",,,,,,,,"3,622 SF","Municipality",,,"$704,000.00",,,
"19356021",,"1949","$2,655.00","$559.00",,"Electricity",,,"Municipality",,,,,,,,"4,000 SF","Municipality",,,"$329,600.00",,,
"19362051",,"1924","$2,997.00","$571.00",,"Natural gas, Electricity",,"Hospital, Highway, Bicycle path, Park, High school, Elementary school, Public transportation, Metro","Municipality",,,,,,,"Residential","1,567.23 SF","Municipality",,,"$338,400.00",,,
"19379993",,"1965","$3,648.00","$774.00",,"chauffage � l'eau, Electricity",,"Bicycle path, Metro, Highway, Public transportation","Municipality",,,,,"Single width, Built-in","Driveway : 1, Garage : 1","Residential","1,999 SF","Municipality",,,"$456,800.00","Wood, Linoleum","Flat",
"19380317","692 SF","2012","$1,260.00","$252.00",,"Electricity",,"Elementary school, Bicycle path, High school, Highway, Park, Public transportation, Metro, Commuter train, CEGEP, Hospital","Municipality",,,,,,,,"N/A","Municipality",,,"$154,600.00",,,
"19382147",,"1977","$2,807.00","$594.00",,"Electricity",,"Bicycle path, Elementary school, Cross-country skiing, Public transportation, Golf, Park","Municipality",,,"Inground",,"Attached, Heated, Single width","Driveway : 2, Garage : 1",,"5,999.8 SF","Municipality",,,"$348,700.00",,,
"19386230","1,192.96 SF","1969","$3,799.00","$855.00",,"Electricity, Natural gas",,"Public transportation, CEGEP, University, Park, High school, Metro, Highway, Elementary school, Hospital","Municipality",,,,,"Single width, Attached, Detached","Garage : 2","Residential","3,784.59 SF","Municipality",,,"$418,000.00","Ceramic, Parquetry, Wood",,
"19389307","1,507 SF","1904","$3,997.00","$822.00",,"Electricity",,"Park, Public transportation, Elementary school, High school, Metro, Atwater Market, Lachine Canal, Hospital","Municipality",,,,"View of the city","Heated, Single width","Garage : 1Garage : 1",,"N/A","Municipality",,,"$504,400.00",,,"$518.00"
"19390781",,"1982","$4,438.00","$934.00",,"Electricity",,,"Municipality",,,"Inground",,"Double width or more","Garage : 2",,"5,234 SF","Municipality",,,"$534,100.00",,,
"19432773","1,125 SF","ACONS",,,,"Electricity",,"High school, Hospital, Elementary school, Metro, Highway, Park, Public transportation","Municipality",,,,,,,,"2,250 SF","Municipality",,,,,,
"19439322","685 SF","1993","$1,555.00","$287.00",,"Electricity",,"Elementary school, High school, Park, Cross-country skiing, Golf, Public transportation","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$171,700.00",,"Flat",
"19443394","1,160.35 SF","2011","$2,718.00","$590.00",,"Electricity",,"Elementary school, Metro, Highway, Park, Public transportation, High school, Hospital, CEGEP, Bicycle path, University","Municipality",,,,,,,,"N/A","Municipality",,,"$343,200.00",,,
"19457787",,"1969","$4,606.00","$960.00",,"Electricity",,,"Municipality",,,"Inground",,"Double width or more, Built-in","Garage : 2, Driveway : 2",,"5,940 SF","Municipality",,,"$572,900.00",,,
"19496896","955.8 SF","2013",,,,"Electricity",,"Elementary school, Park, Bicycle path, High school, Hospital, Public transportation, CEGEP, Highway","Municipality",,,,"View of the city, Panoramic","Heated, Attached","Garage : 1Garage : 1",,"N/A","Municipality",,,,,,
"19503719","567.26 SF","2004","$1,438.00","$300.00",,"Electricity",,"CEGEP, Metro, Hospital, Park, High school, Highway, Elementary school, University, Public transportation, Commuter train","Municipality",,,,,,,,"N/A","Municipality",,,"$146,700.00",,,
"19506046",,"INCO","$3,418.00","$649.00",,"Electricity",,,"Municipality",,,,"Rivi�re des Prairies, View of the water",,,"Residential","8,244.08 SF irr.","Municipality",,,"$371,600.00",,,
"19506810","2,350 SF","1927","$9,112.00","$1,041.00",,"Heating oil",,"Park, Hospital, Elementary school, Public transportation, High school, Bicycle path, CEGEP, University","Municipality",,,,,"Double width or more, Detached","Driveway : 1, Garage : 2",,"3,976.5 SF","Municipality",,,"$1,286,400.00",,,
"19507999",,"INCO","$4,721.00","$525.00",,"Electricity",,"Elementary school, Bicycle path, Highway, Public transportation, Park","Municipality",,,,,"Double width or more","Garage : 4, Driveway : 10","Residential, Commercial","4,672 SF irr.","Municipality",,,"$286,000.00",,,
"19508109","805 SF","2010","$2,260.00","$471.00",,,,,"Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$276,000.00",,,
"19512125","1,200 SF","1983","$2,719.00","$548.00",,"Electricity",,,"Municipality",,,,,,"Driveway : 1, Garage : 1",,"N/A","Municipality",,,"$326,600.00",,,
"19512197",,"1974","$4,027.00","$726.00",,"Natural gas, Electricity",,"CEGEP, Hospital, Highway, Park, Bicycle path, Public transportation, Elementary school, Golf, High school","Municipality",,,,,"Built-in, Double width or more","Driveway : 2, Garage : 2",,"4,264 SF","Municipality",,,"$443,800.00",,"Flat",
"19512296","1,065 SF","2012",,,,"Electricity",,"Park, Public transportation, Hospital, Elementary school, Commuter train, High school, Highway, Bicycle path, CEGEP","Municipality",,,,,"Built-in, Single width, Heated","Garage : 1",,"N/A","Municipality",,,,,,
"19522235","533 SF","2005","$1,446.00","$320.00",,"Electricity",,"Park, Metro, Public transportation, University, Bicycle path, Highway, Hospital, CEGEP","Municipality",,,,"View of the city","Single width, Built-in","Garage : 1",,"N/A","Municipality",,,"$176,700.00",,,
"19522539","668 SF","2014",,,,"Electricity",,,"Municipality",,,,"Panoramic, View of the city",,,,"N/A","Municipality",,,,,,
"19539692","723 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,
"19541208","1,200 SF","1975","$4,185.00","$778.00",,"Electricity",,"Highway, Golf, High school, Public transportation, Elementary school, Park","Municipality",,,,,"Double width or more, Heated, Attached","Garage : 2, Carport : 4, Driveway : 4",,"5,346 SF","Municipality",,,"$442,600.00",,"Flat",
"19541672",,"1958","$3,984.00","$741.00",,"Electricity",,"Highway, Metro, Public transportation, Park, Elementary school, High school, CEGEP","Municipality",,,"Inground",,,"Driveway : 2",,"4,761 SF","Municipality",,,"$421,300.00",,"Flat",
"19545298",,"2013","$6,280.00","$1,321.00",,"Natural gas",,"Public transportation, Commuter train, Park, Bicycle path, Metro","Municipality",,,"Inground, Resin/Concrete Ozone system, Heated",,"Double width or more, Built-in, Heated","Garage : 2",,"3,250 SF","Municipality",,,"$774,700.00",,"Flat",
"19546098",,"1964","$4,051.00","$768.00",,"Electricity",,"CEGEP, High school, Cross-country skiing, Metro, Golf, Park, Bicycle path, Highway, Public transportation, Elementary school, Commuter train, Hospital","Municipality",,,,,,"Garage : 1, Driveway : 2","Residential","3,695 SF","Municipality",,,"$439,600.00",,,
"19549994","786 SF","ACONS",,,,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,,,,
"19551692",,"1981","$5,879.00","$1,219.00",,,,"Park, High school, Public transportation, Commuter train, Highway, Elementary school","Municipality",,,,,"Built-in, Double width or more, Heated","Driveway : 4, Garage : 3","Residential","5,433.62 SF irr.","Municipality",,,"$715,100.00","Wood, Parquetry, Laminate floor",,
"19551985",,"1963","$3,026.00","$625.00",,"Electricity",,"CEGEP, Elementary school, High school, Public transportation, Highway, Metro, Park","Municipality",,,,,"Attached, Single width","Garage : 1","Residential","2,087 SF","Municipality",,,"$348,300.00",,,
"19556099","572 SF","2014",,,,"Electricity",,"Highway, Public transportation, High school, CEGEP, Metro, Hospital, Commuter train, Elementary school, Park, University, Bicycle path","Municipality",,,,,,,,"N/A","Municipality",,,,,,
"19558159","1,233 SF","2005","$2,352.00","$502.00",,"Electricity",,"Public transportation, Bicycle path, Park, Golf, High school, Commuter train, CEGEP, Elementary school, University, Highway, Metro","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$279,900.00",,,
"19568069","865 SF","2012","$2,029.00","$431.00",,"Electricity",,,"Municipality",,,,,,,,"N/A","Municipality",,,"$246,300.00",,,
"19575844","707 SF","2010","$1,616.00","$334.00",,"Electricity",,,"Municipality",,,,,,"Driveway : 1Driveway : 1",,"N/A","Municipality",,,"$195,200.00",,,
"19576015","5,764 SF","INCO","$7,329.00","$1,435.00",,"Natural gas",,"restos, boutiques, bars, Public transportation, Metro, Park, Bicycle path, High school, Elementary school","Municipality",,,,,,,"Residential","1,700 SF","Municipality",,,"$912,000.00",,,"$2,727.00"
"19581399","1,330 SF","ACONS",,,,"Electricity",,"Public transportation, Park, Metro, Bicycle path, High school","Municipality",,,,,,,,"N/A","Municipality",,,,,,
"19583774","851 SF","2006","$1,500.00","$296.00",,"Electricity",,"Public transportation, Park, High school, Highway, Elementary school, CEGEP","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,"$163,300.00",,,
"19585562",,"1999","$4,568.00","$962.00",,"Electricity",,"Metro, Public transportation, Highway, Elementary school, cinema and shopping center, CEGEP, Cross-country skiing, Bicycle path, High school, Commuter train, Park","Municipality",,,,"facing the park","Built-in, Double width or more, Heated","Garage : 2",,"N/A","Municipality",,,"$564,200.00",,"Flat",
"19586134","840 SF","ACONS",,,,"Electricity",,"Park, High school, Metro, Public transportation, Bicycle path, Highway, CEGEP, Commuter train, Hospital, Elementary school, University","Municipality",,,,"Panoramic, View of the city",,,,"N/A","Municipality",,,,,,
"19591799",,"2004","$1,615.00","$331.00",,"Electricity",,"Park, Bicycle path, Public transportation, Highway, High school","Municipality",,,,,,"Garage : 9",,"N/A","Municipality",,,"$181,000.00",,,
"19597499",,"1973","$1,090.00","$340.00",,"Electricity",,"Public transportation, High school, Highway, Elementary school, Commuter train, Golf","Municipality",,,,,,"Driveway : 1",,"2,903.13 SF","Municipality",,,"$166,300.00",,,
"19598335",,"1967","$36,552.00","$1,860.00",,"Electricity",,,"Municipality",,,,,,"Driveway : 5","Commercial","9,652 SF irr.","Municipality",,,"$1,046,500.00",,,"$2,783.00"
"19602291","960 SF","1942","$2,173.00","$458.00",,"Electricity",,"Hospital, Public transportation, Commuter train, Highway, CEGEP, Bicycle path, Elementary school","Municipality",,,,,,,,"3,991.26 SF","Municipality",,,"$269,700.00",,,
"19619910","962 SF","2012","$2,379.00","$513.00",,"Electricity",,"University, Hospital, Public transportation, Highway, CEGEP, High school, Elementary school, Metro","Municipality",,,"Indoor, Inground, Heated, Common spa",,,,,"N/A","Municipality",,,"$308,500.00",,,
"19624478",,"1959","$3,688.00","$711.00",,"Electricity",,"Commuter train, Public transportation, Elementary school, Bicycle path, Park, High school, Highway, CEGEP","Municipality",,,,,"Double width or more, Attached","Garage : 2, Driveway : 4",,"9,412 SF irr.","Municipality",,,"$459,100.00",,,
"19626318",,"2014",,,,"Electricity",,"Public transportation, High school, Highway","Municipality",,,,,,,,"512.36 SF","Municipality",,,,,,
"19658490","564 SF","2011","$1,703.00","$348.00",,"Electricity",,"Park, Metro, Highway, Public transportation, Hospital, CEGEP, Commuter train, University, Bicycle path","Municipality",,,"Common spa, Heated, Inground, Indoor","View of the city",,,,"N/A","Municipality",,,"$197,200.00",,"Flat",
"19660913","865 SF","ACONS",,,,"Electricity",,"Public transportation, Elementary school, Hospital, High school, Park, Highway, Bicycle path","Municipality",,,,,,"Driveway : 1",,"N/A","Municipality",,,,,,
"19668679",,"1958","$2,758.00","$570.00",,"Electricity",,"Highway, Park, Hospital","Municipality",,,,,,,"Residential","2,699.59 SF","Municipality",,,"$304,600.00","Carpet, Wood, Ceramic, Flexible floor coverings","Flat",
"19674855","1,045 SF","2012","$4,155.00","$456.00",,"Electricity",,"Metro, Public transportation, Vieux Montr�al, Hospital, Bicycle path","Municipality",,,,,"interieur, Built-in","Garage : 1Garage : 1",,"N/A","Municipality",,,,,,
"19676453",,"1898","$3,000.00","$607.00",,"Electricity",,"Elementary school, Public transportation, CEGEP, PARC, GARDERIE, HOTEL DE VILLE","Municipality",,,,,,"Driveway : 4",,"13,236.38 SF irr.","Municipality",,,"$350,300.00","Wood, Ceramic, Linoleum","Flat",
"19678886","1,109 SF","2011","$3,403.00","$733.00",,"Electricity",,"High school, CEGEP, Park, Public transportation, Commuter train, Metro, Highway, Hospital, University, Elementary school","Municipality",,,"Common spa, Inground, Indoor, Heated",,,"Garage : 1Garage : 1",,"N/A","Municipality",,,"$430,000.00",,,
"19683401",,"1945","$2,722.00","$522.00",,"Electricity",,"Public transportation, High school, Elementary school","Municipality",,,,,"Detached, Single width","Garage : 1, Driveway : 6",,"4,799 SF","Municipality",,,"$292,100.00",,,
"19694592","897 SF","2009","$1,974.00","$408.00",,"Electricity",,"Public transportation, Elementary school, High school, CEGEP, Metro, Cross-country skiing, Highway, Golf, Park, Bicycle path, Hospital","Municipality",,,,,,,,"N/A","Municipality",,,"$247,900.00",,,
"19694634","1,158 SF","2012","$3,933.00","$796.00",,"Electricity",,"Bicycle path, Public transportation, Golf, Metro, Cross-country skiing, Hospital, Park, High school, Highway, CEGEP","Municipality",,,"Indoor",,"Heated, Built-in","Garage : 1",,"N/A","Municipality",,,"$450,000.00",,,
"19698278","600 SF","1947",,,,"Natural gas",,"Highway, CEGEP, Elementary school, High school, Cross-country skiing, Park, Public transportation, Bicycle path, Hospital, Metro, University","Municipality",,,,"View of the mountain, Panoramic",,,,"N/A","Municipality",,,"$4,539,000.00",,,
"19701643","1,808 SF","1999","$7,197.00","$1,618.00",,"Electricity",,"Public transportation, Park, Elementary school, CEGEP, High school, Hospital, Bicycle path, Highway","Municipality",,,"Common spa, Heated, Indoor, Inground","Panoramic, View of the water","Double width or more, Heated, Built-in","Garage : 2Garage : 2",,"N/A","Municipality",,,"$944,900.00",,,
"19702231",,"1946","$2,124.00","$437.00",,"Electricity",,,"Municipality",,,,,,"Driveway : 1",,"3,595.15 SF","Municipality",,,"$265,200.00",,,
